location,location_name,year,age_group_id,age_group,sex_id,sex,metric,mean
AFG,Afghanistan,2006,9,20 to 24 yrs,2,female,obese,0.044
AFG,Afghanistan,2006,10,25 to 29 yrs,2,female,obese,0.067
AFG,Afghanistan,2006,11,30 to 34 yrs,2,female,obese,0.105
AFG,Afghanistan,2006,12,35 to 39 yrs,2,female,obese,0.109
AFG,Afghanistan,2006,13,40 to 44 yrs,2,female,obese,0.148
AFG,Afghanistan,2006,14,45 to 49 yrs,2,female,obese,0.169
AFG,Afghanistan,2006,15,50 to 54 yrs,2,female,obese,0.199
AFG,Afghanistan,2006,16,55 to 59 yrs,2,female,obese,0.207
AFG,Afghanistan,2006,17,60 to 64 yrs,2,female,obese,0.21
AFG,Afghanistan,2006,18,65 to 69 yrs,2,female,obese,0.197
AFG,Afghanistan,2006,19,70 to 74 yrs,2,female,obese,0.195
AFG,Afghanistan,2006,20,75 to 79 yrs,2,female,obese,0.169
AFG,Afghanistan,2006,21,80+ yrs,2,female,obese,0.137
AFG,Afghanistan,2007,34,2 to 4 yrs,1,male,obese,0.075
AFG,Afghanistan,2007,6,5 to 9 yrs,1,male,obese,0.067
AFG,Afghanistan,2007,7,10 to 14 yrs,1,male,obese,0.064
AFG,Afghanistan,2007,8,15 to 19 yrs,1,male,obese,0.059
AFG,Afghanistan,2007,9,20 to 24 yrs,1,male,obese,0.085
AFG,Afghanistan,2007,10,25 to 29 yrs,1,male,obese,0.114
AFG,Afghanistan,2007,11,30 to 34 yrs,1,male,obese,0.129
AFG,Afghanistan,2007,12,35 to 39 yrs,1,male,obese,0.148
AFG,Afghanistan,2007,13,40 to 44 yrs,1,male,obese,0.162
AFG,Afghanistan,2007,14,45 to 49 yrs,1,male,obese,0.172
AFG,Afghanistan,2007,15,50 to 54 yrs,1,male,obese,0.177
AFG,Afghanistan,2007,16,55 to 59 yrs,1,male,obese,0.181
AFG,Afghanistan,2007,17,60 to 64 yrs,1,male,obese,0.181
AFG,Afghanistan,2007,18,65 to 69 yrs,1,male,obese,0.169
AFG,Afghanistan,2007,19,70 to 74 yrs,1,male,obese,0.159
AFG,Afghanistan,2007,20,75 to 79 yrs,1,male,obese,0.15
AFG,Afghanistan,2007,21,80+ yrs,1,male,obese,0.123
AFG,Afghanistan,2007,34,2 to 4 yrs,2,female,obese,0.046
AFG,Afghanistan,2007,6,5 to 9 yrs,2,female,obese,0.052
AFG,Afghanistan,2007,7,10 to 14 yrs,2,female,obese,0.039
AFG,Afghanistan,2007,8,15 to 19 yrs,2,female,obese,0.035
AFG,Afghanistan,2007,9,20 to 24 yrs,2,female,obese,0.044
AFG,Afghanistan,2007,10,25 to 29 yrs,2,female,obese,0.066
AFG,Afghanistan,2007,11,30 to 34 yrs,2,female,obese,0.104
AFG,Afghanistan,2007,12,35 to 39 yrs,2,female,obese,0.108
AFG,Afghanistan,2007,13,40 to 44 yrs,2,female,obese,0.147
AFG,Afghanistan,2007,14,45 to 49 yrs,2,female,obese,0.168
AFG,Afghanistan,2007,15,50 to 54 yrs,2,female,obese,0.199
AFG,Afghanistan,2007,16,55 to 59 yrs,2,female,obese,0.208
AFG,Afghanistan,2007,17,60 to 64 yrs,2,female,obese,0.21
AFG,Afghanistan,2007,18,65 to 69 yrs,2,female,obese,0.198
AFG,Afghanistan,2007,19,70 to 74 yrs,2,female,obese,0.196
AFG,Afghanistan,2007,20,75 to 79 yrs,2,female,obese,0.17
AFG,Afghanistan,2007,21,80+ yrs,2,female,obese,0.138
AFG,Afghanistan,2008,34,2 to 4 yrs,1,male,obese,0.075
AFG,Afghanistan,2008,6,5 to 9 yrs,1,male,obese,0.068
AFG,Afghanistan,2008,7,10 to 14 yrs,1,male,obese,0.065
AFG,Afghanistan,2008,8,15 to 19 yrs,1,male,obese,0.059
AFG,Afghanistan,2008,9,20 to 24 yrs,1,male,obese,0.085
AFG,Afghanistan,2008,10,25 to 29 yrs,1,male,obese,0.114
AFG,Afghanistan,2008,11,30 to 34 yrs,1,male,obese,0.13
AFG,Afghanistan,2008,12,35 to 39 yrs,1,male,obese,0.148
AFG,Afghanistan,2008,13,40 to 44 yrs,1,male,obese,0.162
AFG,Afghanistan,2008,14,45 to 49 yrs,1,male,obese,0.172
AFG,Afghanistan,2008,15,50 to 54 yrs,1,male,obese,0.177
AFG,Afghanistan,2008,16,55 to 59 yrs,1,male,obese,0.182
AFG,Afghanistan,2008,17,60 to 64 yrs,1,male,obese,0.181
AFG,Afghanistan,2008,18,65 to 69 yrs,1,male,obese,0.169
AFG,Afghanistan,2008,19,70 to 74 yrs,1,male,obese,0.16
AFG,Afghanistan,2008,20,75 to 79 yrs,1,male,obese,0.15
AFG,Afghanistan,2008,21,80+ yrs,1,male,obese,0.123
AFG,Afghanistan,2008,34,2 to 4 yrs,2,female,obese,0.046
AFG,Afghanistan,2008,6,5 to 9 yrs,2,female,obese,0.052
AFG,Afghanistan,2008,7,10 to 14 yrs,2,female,obese,0.039
AFG,Afghanistan,2008,8,15 to 19 yrs,2,female,obese,0.035
AFG,Afghanistan,2008,9,20 to 24 yrs,2,female,obese,0.044
AFG,Afghanistan,2008,10,25 to 29 yrs,2,female,obese,0.066
AFG,Afghanistan,2008,11,30 to 34 yrs,2,female,obese,0.104
AFG,Afghanistan,2008,12,35 to 39 yrs,2,female,obese,0.107
AFG,Afghanistan,2008,13,40 to 44 yrs,2,female,obese,0.147
AFG,Afghanistan,2008,14,45 to 49 yrs,2,female,obese,0.167
AFG,Afghanistan,2008,15,50 to 54 yrs,2,female,obese,0.199
AFG,Afghanistan,2008,16,55 to 59 yrs,2,female,obese,0.208
AFG,Afghanistan,2008,17,60 to 64 yrs,2,female,obese,0.211
AFG,Afghanistan,2008,18,65 to 69 yrs,2,female,obese,0.198
AFG,Afghanistan,2008,19,70 to 74 yrs,2,female,obese,0.197
AFG,Afghanistan,2008,20,75 to 79 yrs,2,female,obese,0.171
AFG,Afghanistan,2008,21,80+ yrs,2,female,obese,0.138
AFG,Afghanistan,2009,34,2 to 4 yrs,1,male,obese,0.075
AFG,Afghanistan,2009,6,5 to 9 yrs,1,male,obese,0.068
AFG,Afghanistan,2009,7,10 to 14 yrs,1,male,obese,0.065
AFG,Afghanistan,2009,8,15 to 19 yrs,1,male,obese,0.059
AFG,Afghanistan,2009,9,20 to 24 yrs,1,male,obese,0.086
AFG,Afghanistan,2009,10,25 to 29 yrs,1,male,obese,0.115
AFG,Afghanistan,2009,11,30 to 34 yrs,1,male,obese,0.131
AFG,Afghanistan,2009,12,35 to 39 yrs,1,male,obese,0.149
AFG,Afghanistan,2009,13,40 to 44 yrs,1,male,obese,0.164
AFG,Afghanistan,2009,14,45 to 49 yrs,1,male,obese,0.173
AFG,Afghanistan,2009,15,50 to 54 yrs,1,male,obese,0.179
AFG,Afghanistan,2009,16,55 to 59 yrs,1,male,obese,0.183
AFG,Afghanistan,2009,17,60 to 64 yrs,1,male,obese,0.182
AFG,Afghanistan,2009,18,65 to 69 yrs,1,male,obese,0.17
AFG,Afghanistan,2009,19,70 to 74 yrs,1,male,obese,0.161
AFG,Afghanistan,2009,20,75 to 79 yrs,1,male,obese,0.151
AFG,Afghanistan,2009,21,80+ yrs,1,male,obese,0.124
AFG,Afghanistan,2009,34,2 to 4 yrs,2,female,obese,0.047
AFG,Afghanistan,2009,6,5 to 9 yrs,2,female,obese,0.053
AFG,Afghanistan,2009,7,10 to 14 yrs,2,female,obese,0.039
AFG,Afghanistan,2009,8,15 to 19 yrs,2,female,obese,0.035
AFG,Afghanistan,2009,9,20 to 24 yrs,2,female,obese,0.044
AFG,Afghanistan,2009,10,25 to 29 yrs,2,female,obese,0.066
AFG,Afghanistan,2009,11,30 to 34 yrs,2,female,obese,0.105
AFG,Afghanistan,2009,12,35 to 39 yrs,2,female,obese,0.107
AFG,Afghanistan,2009,13,40 to 44 yrs,2,female,obese,0.147
AFG,Afghanistan,2009,14,45 to 49 yrs,2,female,obese,0.168
AFG,Afghanistan,2009,15,50 to 54 yrs,2,female,obese,0.201
AFG,Afghanistan,2009,16,55 to 59 yrs,2,female,obese,0.21
AFG,Afghanistan,2009,17,60 to 64 yrs,2,female,obese,0.212
AFG,Afghanistan,2009,18,65 to 69 yrs,2,female,obese,0.199
AFG,Afghanistan,2009,19,70 to 74 yrs,2,female,obese,0.199
AFG,Afghanistan,2009,20,75 to 79 yrs,2,female,obese,0.172
AFG,Afghanistan,2009,21,80+ yrs,2,female,obese,0.138
AFG,Afghanistan,2010,34,2 to 4 yrs,1,male,obese,0.076
AFG,Afghanistan,2010,6,5 to 9 yrs,1,male,obese,0.068
AFG,Afghanistan,2010,7,10 to 14 yrs,1,male,obese,0.065
AFG,Afghanistan,2010,8,15 to 19 yrs,1,male,obese,0.059
AFG,Afghanistan,2010,9,20 to 24 yrs,1,male,obese,0.086
AFG,Afghanistan,2010,10,25 to 29 yrs,1,male,obese,0.116
AFG,Afghanistan,2010,11,30 to 34 yrs,1,male,obese,0.131
AFG,Afghanistan,2010,12,35 to 39 yrs,1,male,obese,0.15
AFG,Afghanistan,2010,13,40 to 44 yrs,1,male,obese,0.164
AFG,Afghanistan,2010,14,45 to 49 yrs,1,male,obese,0.173
AFG,Afghanistan,2010,15,50 to 54 yrs,1,male,obese,0.179
AFG,Afghanistan,2010,16,55 to 59 yrs,1,male,obese,0.184
AFG,Afghanistan,2010,17,60 to 64 yrs,1,male,obese,0.183
AFG,Afghanistan,2010,18,65 to 69 yrs,1,male,obese,0.171
AFG,Afghanistan,2010,19,70 to 74 yrs,1,male,obese,0.161
AFG,Afghanistan,2010,20,75 to 79 yrs,1,male,obese,0.151
AFG,Afghanistan,2010,21,80+ yrs,1,male,obese,0.124
AFG,Afghanistan,2010,34,2 to 4 yrs,2,female,obese,0.047
AFG,Afghanistan,2010,6,5 to 9 yrs,2,female,obese,0.053
AFG,Afghanistan,2010,7,10 to 14 yrs,2,female,obese,0.039
AFG,Afghanistan,2010,8,15 to 19 yrs,2,female,obese,0.035
AFG,Afghanistan,2010,9,20 to 24 yrs,2,female,obese,0.044
AFG,Afghanistan,2010,10,25 to 29 yrs,2,female,obese,0.066
AFG,Afghanistan,2010,11,30 to 34 yrs,2,female,obese,0.105
AFG,Afghanistan,2010,12,35 to 39 yrs,2,female,obese,0.108
AFG,Afghanistan,2010,13,40 to 44 yrs,2,female,obese,0.147
AFG,Afghanistan,2010,14,45 to 49 yrs,2,female,obese,0.168
AFG,Afghanistan,2010,15,50 to 54 yrs,2,female,obese,0.201
AFG,Afghanistan,2010,16,55 to 59 yrs,2,female,obese,0.211
AFG,Afghanistan,2010,17,60 to 64 yrs,2,female,obese,0.213
AFG,Afghanistan,2010,18,65 to 69 yrs,2,female,obese,0.2
AFG,Afghanistan,2010,19,70 to 74 yrs,2,female,obese,0.2
AFG,Afghanistan,2010,20,75 to 79 yrs,2,female,obese,0.173
AFG,Afghanistan,2010,21,80+ yrs,2,female,obese,0.138
AFG,Afghanistan,2011,34,2 to 4 yrs,1,male,obese,0.076
AFG,Afghanistan,2011,6,5 to 9 yrs,1,male,obese,0.068
AFG,Afghanistan,2011,7,10 to 14 yrs,1,male,obese,0.066
AFG,Afghanistan,2011,8,15 to 19 yrs,1,male,obese,0.059
AFG,Afghanistan,2011,9,20 to 24 yrs,1,male,obese,0.086
AFG,Afghanistan,2011,10,25 to 29 yrs,1,male,obese,0.116
AFG,Afghanistan,2011,11,30 to 34 yrs,1,male,obese,0.132
AFG,Afghanistan,2011,12,35 to 39 yrs,1,male,obese,0.15
AFG,Afghanistan,2011,13,40 to 44 yrs,1,male,obese,0.165
AFG,Afghanistan,2011,14,45 to 49 yrs,1,male,obese,0.174
AFG,Afghanistan,2011,15,50 to 54 yrs,1,male,obese,0.18
AFG,Afghanistan,2011,16,55 to 59 yrs,1,male,obese,0.184
AFG,Afghanistan,2011,17,60 to 64 yrs,1,male,obese,0.183
AFG,Afghanistan,2011,18,65 to 69 yrs,1,male,obese,0.172
AFG,Afghanistan,2011,19,70 to 74 yrs,1,male,obese,0.161
AFG,Afghanistan,2011,20,75 to 79 yrs,1,male,obese,0.152
AFG,Afghanistan,2011,21,80+ yrs,1,male,obese,0.124
AFG,Afghanistan,2011,34,2 to 4 yrs,2,female,obese,0.047
AFG,Afghanistan,2011,6,5 to 9 yrs,2,female,obese,0.053
AFG,Afghanistan,2011,7,10 to 14 yrs,2,female,obese,0.039
AFG,Afghanistan,2011,8,15 to 19 yrs,2,female,obese,0.035
AFG,Afghanistan,2011,9,20 to 24 yrs,2,female,obese,0.044
AFG,Afghanistan,2011,10,25 to 29 yrs,2,female,obese,0.067
AFG,Afghanistan,2011,11,30 to 34 yrs,2,female,obese,0.105
AFG,Afghanistan,2011,12,35 to 39 yrs,2,female,obese,0.108
AFG,Afghanistan,2011,13,40 to 44 yrs,2,female,obese,0.147
AFG,Afghanistan,2011,14,45 to 49 yrs,2,female,obese,0.169
AFG,Afghanistan,2011,15,50 to 54 yrs,2,female,obese,0.202
AFG,Afghanistan,2011,16,55 to 59 yrs,2,female,obese,0.211
AFG,Afghanistan,2011,17,60 to 64 yrs,2,female,obese,0.213
AFG,Afghanistan,2011,18,65 to 69 yrs,2,female,obese,0.2
AFG,Afghanistan,2011,19,70 to 74 yrs,2,female,obese,0.2
AFG,Afghanistan,2011,20,75 to 79 yrs,2,female,obese,0.174
AFG,Afghanistan,2011,21,80+ yrs,2,female,obese,0.139
AFG,Afghanistan,2012,34,2 to 4 yrs,1,male,obese,0.076
AFG,Afghanistan,2012,6,5 to 9 yrs,1,male,obese,0.069
AFG,Afghanistan,2012,7,10 to 14 yrs,1,male,obese,0.066
AFG,Afghanistan,2012,8,15 to 19 yrs,1,male,obese,0.059
AFG,Afghanistan,2012,9,20 to 24 yrs,1,male,obese,0.087
AFG,Afghanistan,2012,10,25 to 29 yrs,1,male,obese,0.117
AFG,Afghanistan,2012,11,30 to 34 yrs,1,male,obese,0.132
AFG,Afghanistan,2012,12,35 to 39 yrs,1,male,obese,0.151
AFG,Afghanistan,2012,13,40 to 44 yrs,1,male,obese,0.165
AFG,Afghanistan,2012,14,45 to 49 yrs,1,male,obese,0.174
AFG,Afghanistan,2012,15,50 to 54 yrs,1,male,obese,0.181
AFG,Afghanistan,2012,16,55 to 59 yrs,1,male,obese,0.185
AFG,Afghanistan,2012,17,60 to 64 yrs,1,male,obese,0.184
AFG,Afghanistan,2012,18,65 to 69 yrs,1,male,obese,0.172
AFG,Afghanistan,2012,19,70 to 74 yrs,1,male,obese,0.162
AFG,Afghanistan,2012,20,75 to 79 yrs,1,male,obese,0.152
AFG,Afghanistan,2012,21,80+ yrs,1,male,obese,0.125
AFG,Afghanistan,2012,34,2 to 4 yrs,2,female,obese,0.047
AFG,Afghanistan,2012,6,5 to 9 yrs,2,female,obese,0.053
AFG,Afghanistan,2012,7,10 to 14 yrs,2,female,obese,0.04
AFG,Afghanistan,2012,8,15 to 19 yrs,2,female,obese,0.036
AFG,Afghanistan,2012,9,20 to 24 yrs,2,female,obese,0.044
AFG,Afghanistan,2012,10,25 to 29 yrs,2,female,obese,0.067
AFG,Afghanistan,2012,11,30 to 34 yrs,2,female,obese,0.105
AFG,Afghanistan,2012,12,35 to 39 yrs,2,female,obese,0.109
AFG,Afghanistan,2012,13,40 to 44 yrs,2,female,obese,0.147
AFG,Afghanistan,2012,14,45 to 49 yrs,2,female,obese,0.17
AFG,Afghanistan,2012,15,50 to 54 yrs,2,female,obese,0.202
AFG,Afghanistan,2012,16,55 to 59 yrs,2,female,obese,0.212
AFG,Afghanistan,2012,17,60 to 64 yrs,2,female,obese,0.213
AFG,Afghanistan,2012,18,65 to 69 yrs,2,female,obese,0.2
AFG,Afghanistan,2012,19,70 to 74 yrs,2,female,obese,0.201
AFG,Afghanistan,2012,20,75 to 79 yrs,2,female,obese,0.175
AFG,Afghanistan,2012,21,80+ yrs,2,female,obese,0.139
AFG,Afghanistan,2013,34,2 to 4 yrs,1,male,obese,0.076
AFG,Afghanistan,2013,6,5 to 9 yrs,1,male,obese,0.069
AFG,Afghanistan,2013,7,10 to 14 yrs,1,male,obese,0.066
AFG,Afghanistan,2013,8,15 to 19 yrs,1,male,obese,0.06
AFG,Afghanistan,2013,9,20 to 24 yrs,1,male,obese,0.087
AFG,Afghanistan,2013,10,25 to 29 yrs,1,male,obese,0.117
AFG,Afghanistan,2013,11,30 to 34 yrs,1,male,obese,0.133
AFG,Afghanistan,2013,12,35 to 39 yrs,1,male,obese,0.151
AFG,Afghanistan,2013,13,40 to 44 yrs,1,male,obese,0.165
AFG,Afghanistan,2013,14,45 to 49 yrs,1,male,obese,0.174
AFG,Afghanistan,2013,15,50 to 54 yrs,1,male,obese,0.181
AFG,Afghanistan,2013,16,55 to 59 yrs,1,male,obese,0.185
AFG,Afghanistan,2013,17,60 to 64 yrs,1,male,obese,0.185
AFG,Afghanistan,2013,18,65 to 69 yrs,1,male,obese,0.172
AFG,Afghanistan,2013,19,70 to 74 yrs,1,male,obese,0.162
AFG,Afghanistan,2013,20,75 to 79 yrs,1,male,obese,0.153
AFG,Afghanistan,2013,21,80+ yrs,1,male,obese,0.125
AFG,Afghanistan,2013,34,2 to 4 yrs,2,female,obese,0.047
AFG,Afghanistan,2013,6,5 to 9 yrs,2,female,obese,0.053
AFG,Afghanistan,2013,7,10 to 14 yrs,2,female,obese,0.04
AFG,Afghanistan,2013,8,15 to 19 yrs,2,female,obese,0.036
AFG,Afghanistan,2013,9,20 to 24 yrs,2,female,obese,0.045
AFG,Afghanistan,2013,10,25 to 29 yrs,2,female,obese,0.068
AFG,Afghanistan,2013,11,30 to 34 yrs,2,female,obese,0.106
AFG,Afghanistan,2013,12,35 to 39 yrs,2,female,obese,0.111
AFG,Afghanistan,2013,13,40 to 44 yrs,2,female,obese,0.148
AFG,Afghanistan,2013,14,45 to 49 yrs,2,female,obese,0.171
AFG,Afghanistan,2013,15,50 to 54 yrs,2,female,obese,0.202
AFG,Afghanistan,2013,16,55 to 59 yrs,2,female,obese,0.212
AFG,Afghanistan,2013,17,60 to 64 yrs,2,female,obese,0.214
AFG,Afghanistan,2013,18,65 to 69 yrs,2,female,obese,0.201
AFG,Afghanistan,2013,19,70 to 74 yrs,2,female,obese,0.201
AFG,Afghanistan,2013,20,75 to 79 yrs,2,female,obese,0.175
AFG,Afghanistan,2013,21,80+ yrs,2,female,obese,0.14
AGO,Angola,2003,34,2 to 4 yrs,1,male,obese,0.059
AGO,Angola,2003,6,5 to 9 yrs,1,male,obese,0.052
AGO,Angola,2003,7,10 to 14 yrs,1,male,obese,0.047
AGO,Angola,2003,8,15 to 19 yrs,1,male,obese,0.038
