location,location_name,year,age_group_id,age_group,sex_id,sex,metric,mean
AFG,Afghanistan,2011,10,25 to 29 yrs,3,both,obese,0.092
AFG,Afghanistan,2011,11,30 to 34 yrs,3,both,obese,0.118
AFG,Afghanistan,2011,12,35 to 39 yrs,3,both,obese,0.129
AFG,Afghanistan,2011,13,40 to 44 yrs,3,both,obese,0.156
AFG,Afghanistan,2011,14,45 to 49 yrs,3,both,obese,0.171
AFG,Afghanistan,2011,15,50 to 54 yrs,3,both,obese,0.191
AFG,Afghanistan,2011,16,55 to 59 yrs,3,both,obese,0.198
AFG,Afghanistan,2011,17,60 to 64 yrs,3,both,obese,0.199
AFG,Afghanistan,2011,18,65 to 69 yrs,3,both,obese,0.187
AFG,Afghanistan,2011,19,70 to 74 yrs,3,both,obese,0.183
AFG,Afghanistan,2011,20,75 to 79 yrs,3,both,obese,0.165
AFG,Afghanistan,2011,21,80+ yrs,3,both,obese,0.133
AFG,Afghanistan,2012,34,2 to 4 yrs,3,both,obese,0.062
AFG,Afghanistan,2012,6,5 to 9 yrs,3,both,obese,0.061
AFG,Afghanistan,2012,7,10 to 14 yrs,3,both,obese,0.053
AFG,Afghanistan,2012,8,15 to 19 yrs,3,both,obese,0.048
AFG,Afghanistan,2012,9,20 to 24 yrs,3,both,obese,0.066
AFG,Afghanistan,2012,10,25 to 29 yrs,3,both,obese,0.092
AFG,Afghanistan,2012,11,30 to 34 yrs,3,both,obese,0.119
AFG,Afghanistan,2012,12,35 to 39 yrs,3,both,obese,0.13
AFG,Afghanistan,2012,13,40 to 44 yrs,3,both,obese,0.156
AFG,Afghanistan,2012,14,45 to 49 yrs,3,both,obese,0.172
AFG,Afghanistan,2012,15,50 to 54 yrs,3,both,obese,0.191
AFG,Afghanistan,2012,16,55 to 59 yrs,3,both,obese,0.198
AFG,Afghanistan,2012,17,60 to 64 yrs,3,both,obese,0.199
AFG,Afghanistan,2012,18,65 to 69 yrs,3,both,obese,0.187
AFG,Afghanistan,2012,19,70 to 74 yrs,3,both,obese,0.183
AFG,Afghanistan,2012,20,75 to 79 yrs,3,both,obese,0.165
AFG,Afghanistan,2012,21,80+ yrs,3,both,obese,0.133
AFG,Afghanistan,2013,34,2 to 4 yrs,3,both,obese,0.062
AFG,Afghanistan,2013,6,5 to 9 yrs,3,both,obese,0.061
AFG,Afghanistan,2013,7,10 to 14 yrs,3,both,obese,0.053
AFG,Afghanistan,2013,8,15 to 19 yrs,3,both,obese,0.048
AFG,Afghanistan,2013,9,20 to 24 yrs,3,both,obese,0.066
AFG,Afghanistan,2013,10,25 to 29 yrs,3,both,obese,0.093
AFG,Afghanistan,2013,11,30 to 34 yrs,3,both,obese,0.119
AFG,Afghanistan,2013,12,35 to 39 yrs,3,both,obese,0.131
AFG,Afghanistan,2013,13,40 to 44 yrs,3,both,obese,0.157
AFG,Afghanistan,2013,14,45 to 49 yrs,3,both,obese,0.173
AFG,Afghanistan,2013,15,50 to 54 yrs,3,both,obese,0.192
AFG,Afghanistan,2013,16,55 to 59 yrs,3,both,obese,0.199
AFG,Afghanistan,2013,17,60 to 64 yrs,3,both,obese,0.2
AFG,Afghanistan,2013,18,65 to 69 yrs,3,both,obese,0.187
AFG,Afghanistan,2013,19,70 to 74 yrs,3,both,obese,0.184
AFG,Afghanistan,2013,20,75 to 79 yrs,3,both,obese,0.166
AFG,Afghanistan,2013,21,80+ yrs,3,both,obese,0.134
AGO,Angola,2003,34,2 to 4 yrs,3,both,obese,0.058
AGO,Angola,2003,6,5 to 9 yrs,3,both,obese,0.058
AGO,Angola,2003,7,10 to 14 yrs,3,both,obese,0.046
AGO,Angola,2003,8,15 to 19 yrs,3,both,obese,0.04
AGO,Angola,2003,9,20 to 24 yrs,3,both,obese,0.066
AGO,Angola,2003,10,25 to 29 yrs,3,both,obese,0.091
AGO,Angola,2003,11,30 to 34 yrs,3,both,obese,0.108
AGO,Angola,2003,12,35 to 39 yrs,3,both,obese,0.126
AGO,Angola,2003,13,40 to 44 yrs,3,both,obese,0.142
AGO,Angola,2003,14,45 to 49 yrs,3,both,obese,0.155
AGO,Angola,2003,15,50 to 54 yrs,3,both,obese,0.175
AGO,Angola,2003,16,55 to 59 yrs,3,both,obese,0.18
AGO,Angola,2003,17,60 to 64 yrs,3,both,obese,0.182
AGO,Angola,2003,18,65 to 69 yrs,3,both,obese,0.173
AGO,Angola,2003,19,70 to 74 yrs,3,both,obese,0.17
AGO,Angola,2003,20,75 to 79 yrs,3,both,obese,0.155
AGO,Angola,2003,21,80+ yrs,3,both,obese,0.128
AGO,Angola,2004,34,2 to 4 yrs,3,both,obese,0.059
AGO,Angola,2004,6,5 to 9 yrs,3,both,obese,0.059
AGO,Angola,2004,7,10 to 14 yrs,3,both,obese,0.046
AGO,Angola,2004,8,15 to 19 yrs,3,both,obese,0.04
AGO,Angola,2004,9,20 to 24 yrs,3,both,obese,0.067
AGO,Angola,2004,10,25 to 29 yrs,3,both,obese,0.092
AGO,Angola,2004,11,30 to 34 yrs,3,both,obese,0.11
AGO,Angola,2004,12,35 to 39 yrs,3,both,obese,0.128
AGO,Angola,2004,13,40 to 44 yrs,3,both,obese,0.145
AGO,Angola,2004,14,45 to 49 yrs,3,both,obese,0.158
AGO,Angola,2004,15,50 to 54 yrs,3,both,obese,0.177
AGO,Angola,2004,16,55 to 59 yrs,3,both,obese,0.182
AGO,Angola,2004,17,60 to 64 yrs,3,both,obese,0.185
AGO,Angola,2004,18,65 to 69 yrs,3,both,obese,0.176
AGO,Angola,2004,19,70 to 74 yrs,3,both,obese,0.173
AGO,Angola,2004,20,75 to 79 yrs,3,both,obese,0.157
AGO,Angola,2004,21,80+ yrs,3,both,obese,0.13
AGO,Angola,2005,34,2 to 4 yrs,3,both,obese,0.06
AGO,Angola,2005,6,5 to 9 yrs,3,both,obese,0.06
AGO,Angola,2005,7,10 to 14 yrs,3,both,obese,0.047
AGO,Angola,2005,8,15 to 19 yrs,3,both,obese,0.041
AGO,Angola,2005,9,20 to 24 yrs,3,both,obese,0.068
AGO,Angola,2005,10,25 to 29 yrs,3,both,obese,0.094
AGO,Angola,2005,11,30 to 34 yrs,3,both,obese,0.112
AGO,Angola,2005,12,35 to 39 yrs,3,both,obese,0.13
AGO,Angola,2005,13,40 to 44 yrs,3,both,obese,0.147
AGO,Angola,2005,14,45 to 49 yrs,3,both,obese,0.16
AGO,Angola,2005,15,50 to 54 yrs,3,both,obese,0.18
AGO,Angola,2005,16,55 to 59 yrs,3,both,obese,0.185
AGO,Angola,2005,17,60 to 64 yrs,3,both,obese,0.187
AGO,Angola,2005,18,65 to 69 yrs,3,both,obese,0.178
AGO,Angola,2005,19,70 to 74 yrs,3,both,obese,0.174
AGO,Angola,2005,20,75 to 79 yrs,3,both,obese,0.158
AGO,Angola,2005,21,80+ yrs,3,both,obese,0.132
AGO,Angola,2006,34,2 to 4 yrs,3,both,obese,0.061
AGO,Angola,2006,6,5 to 9 yrs,3,both,obese,0.06
AGO,Angola,2006,7,10 to 14 yrs,3,both,obese,0.048
AGO,Angola,2006,8,15 to 19 yrs,3,both,obese,0.041
AGO,Angola,2006,9,20 to 24 yrs,3,both,obese,0.069
AGO,Angola,2006,10,25 to 29 yrs,3,both,obese,0.095
AGO,Angola,2006,11,30 to 34 yrs,3,both,obese,0.114
AGO,Angola,2006,12,35 to 39 yrs,3,both,obese,0.132
AGO,Angola,2006,13,40 to 44 yrs,3,both,obese,0.149
AGO,Angola,2006,14,45 to 49 yrs,3,both,obese,0.162
AGO,Angola,2006,15,50 to 54 yrs,3,both,obese,0.182
AGO,Angola,2006,16,55 to 59 yrs,3,both,obese,0.187
AGO,Angola,2006,17,60 to 64 yrs,3,both,obese,0.19
AGO,Angola,2006,18,65 to 69 yrs,3,both,obese,0.18
AGO,Angola,2006,19,70 to 74 yrs,3,both,obese,0.176
AGO,Angola,2006,20,75 to 79 yrs,3,both,obese,0.16
AGO,Angola,2006,21,80+ yrs,3,both,obese,0.133
AGO,Angola,2007,34,2 to 4 yrs,3,both,obese,0.061
AGO,Angola,2007,6,5 to 9 yrs,3,both,obese,0.061
AGO,Angola,2007,7,10 to 14 yrs,3,both,obese,0.048
AGO,Angola,2007,8,15 to 19 yrs,3,both,obese,0.042
AGO,Angola,2007,9,20 to 24 yrs,3,both,obese,0.07
AGO,Angola,2007,10,25 to 29 yrs,3,both,obese,0.097
AGO,Angola,2007,11,30 to 34 yrs,3,both,obese,0.115
AGO,Angola,2007,12,35 to 39 yrs,3,both,obese,0.134
AGO,Angola,2007,13,40 to 44 yrs,3,both,obese,0.151
AGO,Angola,2007,14,45 to 49 yrs,3,both,obese,0.164
AGO,Angola,2007,15,50 to 54 yrs,3,both,obese,0.184
AGO,Angola,2007,16,55 to 59 yrs,3,both,obese,0.19
AGO,Angola,2007,17,60 to 64 yrs,3,both,obese,0.192
AGO,Angola,2007,18,65 to 69 yrs,3,both,obese,0.182
AGO,Angola,2007,19,70 to 74 yrs,3,both,obese,0.178
AGO,Angola,2007,20,75 to 79 yrs,3,both,obese,0.161
AGO,Angola,2007,21,80+ yrs,3,both,obese,0.135
AGO,Angola,2008,34,2 to 4 yrs,3,both,obese,0.062
AGO,Angola,2008,6,5 to 9 yrs,3,both,obese,0.062
AGO,Angola,2008,7,10 to 14 yrs,3,both,obese,0.049
AGO,Angola,2008,8,15 to 19 yrs,3,both,obese,0.042
AGO,Angola,2008,9,20 to 24 yrs,3,both,obese,0.07
AGO,Angola,2008,10,25 to 29 yrs,3,both,obese,0.098
AGO,Angola,2008,11,30 to 34 yrs,3,both,obese,0.117
AGO,Angola,2008,12,35 to 39 yrs,3,both,obese,0.136
AGO,Angola,2008,13,40 to 44 yrs,3,both,obese,0.153
AGO,Angola,2008,14,45 to 49 yrs,3,both,obese,0.165
AGO,Angola,2008,15,50 to 54 yrs,3,both,obese,0.186
AGO,Angola,2008,16,55 to 59 yrs,3,both,obese,0.192
AGO,Angola,2008,17,60 to 64 yrs,3,both,obese,0.193
AGO,Angola,2008,18,65 to 69 yrs,3,both,obese,0.184
AGO,Angola,2008,19,70 to 74 yrs,3,both,obese,0.18
AGO,Angola,2008,20,75 to 79 yrs,3,both,obese,0.162
AGO,Angola,2008,21,80+ yrs,3,both,obese,0.136
AGO,Angola,2009,34,2 to 4 yrs,3,both,obese,0.062
AGO,Angola,2009,6,5 to 9 yrs,3,both,obese,0.062
AGO,Angola,2009,7,10 to 14 yrs,3,both,obese,0.049
AGO,Angola,2009,8,15 to 19 yrs,3,both,obese,0.043
AGO,Angola,2009,9,20 to 24 yrs,3,both,obese,0.071
AGO,Angola,2009,10,25 to 29 yrs,3,both,obese,0.099
AGO,Angola,2009,11,30 to 34 yrs,3,both,obese,0.118
AGO,Angola,2009,12,35 to 39 yrs,3,both,obese,0.137
AGO,Angola,2009,13,40 to 44 yrs,3,both,obese,0.154
AGO,Angola,2009,14,45 to 49 yrs,3,both,obese,0.167
AGO,Angola,2009,15,50 to 54 yrs,3,both,obese,0.187
AGO,Angola,2009,16,55 to 59 yrs,3,both,obese,0.194
AGO,Angola,2009,17,60 to 64 yrs,3,both,obese,0.195
AGO,Angola,2009,18,65 to 69 yrs,3,both,obese,0.185
AGO,Angola,2009,19,70 to 74 yrs,3,both,obese,0.181
AGO,Angola,2009,20,75 to 79 yrs,3,both,obese,0.164
AGO,Angola,2009,21,80+ yrs,3,both,obese,0.138
AGO,Angola,2010,34,2 to 4 yrs,3,both,obese,0.066
AGO,Angola,2010,6,5 to 9 yrs,3,both,obese,0.066
AGO,Angola,2010,7,10 to 14 yrs,3,both,obese,0.052
AGO,Angola,2010,8,15 to 19 yrs,3,both,obese,0.045
AGO,Angola,2010,9,20 to 24 yrs,3,both,obese,0.075
AGO,Angola,2010,10,25 to 29 yrs,3,both,obese,0.105
AGO,Angola,2010,11,30 to 34 yrs,3,both,obese,0.125
AGO,Angola,2010,12,35 to 39 yrs,3,both,obese,0.145
AGO,Angola,2010,13,40 to 44 yrs,3,both,obese,0.163
AGO,Angola,2010,14,45 to 49 yrs,3,both,obese,0.176
AGO,Angola,2010,15,50 to 54 yrs,3,both,obese,0.197
AGO,Angola,2010,16,55 to 59 yrs,3,both,obese,0.204
AGO,Angola,2010,17,60 to 64 yrs,3,both,obese,0.205
AGO,Angola,2010,18,65 to 69 yrs,3,both,obese,0.194
AGO,Angola,2010,19,70 to 74 yrs,3,both,obese,0.191
AGO,Angola,2010,20,75 to 79 yrs,3,both,obese,0.172
AGO,Angola,2010,21,80+ yrs,3,both,obese,0.145
AGO,Angola,2011,34,2 to 4 yrs,3,both,obese,0.066
AGO,Angola,2011,6,5 to 9 yrs,3,both,obese,0.066
AGO,Angola,2011,7,10 to 14 yrs,3,both,obese,0.053
AGO,Angola,2011,8,15 to 19 yrs,3,both,obese,0.046
AGO,Angola,2011,9,20 to 24 yrs,3,both,obese,0.076
AGO,Angola,2011,10,25 to 29 yrs,3,both,obese,0.106
AGO,Angola,2011,11,30 to 34 yrs,3,both,obese,0.126
AGO,Angola,2011,12,35 to 39 yrs,3,both,obese,0.146
AGO,Angola,2011,13,40 to 44 yrs,3,both,obese,0.165
AGO,Angola,2011,14,45 to 49 yrs,3,both,obese,0.178
AGO,Angola,2011,15,50 to 54 yrs,3,both,obese,0.199
AGO,Angola,2011,16,55 to 59 yrs,3,both,obese,0.206
AGO,Angola,2011,17,60 to 64 yrs,3,both,obese,0.207
AGO,Angola,2011,18,65 to 69 yrs,3,both,obese,0.196
AGO,Angola,2011,19,70 to 74 yrs,3,both,obese,0.193
AGO,Angola,2011,20,75 to 79 yrs,3,both,obese,0.174
AGO,Angola,2011,21,80+ yrs,3,both,obese,0.147
AGO,Angola,2012,34,2 to 4 yrs,3,both,obese,0.067
AGO,Angola,2012,6,5 to 9 yrs,3,both,obese,0.067
AGO,Angola,2012,7,10 to 14 yrs,3,both,obese,0.053
AGO,Angola,2012,8,15 to 19 yrs,3,both,obese,0.046
AGO,Angola,2012,9,20 to 24 yrs,3,both,obese,0.077
AGO,Angola,2012,10,25 to 29 yrs,3,both,obese,0.107
AGO,Angola,2012,11,30 to 34 yrs,3,both,obese,0.128
AGO,Angola,2012,12,35 to 39 yrs,3,both,obese,0.148
AGO,Angola,2012,13,40 to 44 yrs,3,both,obese,0.166
AGO,Angola,2012,14,45 to 49 yrs,3,both,obese,0.179
AGO,Angola,2012,15,50 to 54 yrs,3,both,obese,0.2
AGO,Angola,2012,16,55 to 59 yrs,3,both,obese,0.207
AGO,Angola,2012,17,60 to 64 yrs,3,both,obese,0.209
AGO,Angola,2012,18,65 to 69 yrs,3,both,obese,0.198
AGO,Angola,2012,19,70 to 74 yrs,3,both,obese,0.194
AGO,Angola,2012,20,75 to 79 yrs,3,both,obese,0.175
AGO,Angola,2012,21,80+ yrs,3,both,obese,0.148
AGO,Angola,2013,34,2 to 4 yrs,3,both,obese,0.067
AGO,Angola,2013,6,5 to 9 yrs,3,both,obese,0.067
AGO,Angola,2013,7,10 to 14 yrs,3,both,obese,0.054
AGO,Angola,2013,8,15 to 19 yrs,3,both,obese,0.047
AGO,Angola,2013,9,20 to 24 yrs,3,both,obese,0.077
AGO,Angola,2013,10,25 to 29 yrs,3,both,obese,0.108
AGO,Angola,2013,11,30 to 34 yrs,3,both,obese,0.129
AGO,Angola,2013,12,35 to 39 yrs,3,both,obese,0.149
AGO,Angola,2013,13,40 to 44 yrs,3,both,obese,0.168
AGO,Angola,2013,14,45 to 49 yrs,3,both,obese,0.181
AGO,Angola,2013,15,50 to 54 yrs,3,both,obese,0.202
AGO,Angola,2013,16,55 to 59 yrs,3,both,obese,0.209
AGO,Angola,2013,17,60 to 64 yrs,3,both,obese,0.21
AGO,Angola,2013,18,65 to 69 yrs,3,both,obese,0.199
AGO,Angola,2013,19,70 to 74 yrs,3,both,obese,0.195
AGO,Angola,2013,20,75 to 79 yrs,3,both,obese,0.176
AGO,Angola,2013,21,80+ yrs,3,both,obese,0.149
ALB,Albania,2003,34,2 to 4 yrs,3,both,obese,0.277
ALB,Albania,2003,6,5 to 9 yrs,3,both,obese,0.214
ALB,Albania,2003,7,10 to 14 yrs,3,both,obese,0.037
ALB,Albania,2003,8,15 to 19 yrs,3,both,obese,0.016
ALB,Albania,2003,9,20 to 24 yrs,3,both,obese,0.022
ALB,Albania,2003,10,25 to 29 yrs,3,both,obese,0.05
ALB,Albania,2003,11,30 to 34 yrs,3,both,obese,0.082
ALB,Albania,2003,12,35 to 39 yrs,3,both,obese,0.111
ALB,Albania,2003,13,40 to 44 yrs,3,both,obese,0.102
ALB,Albania,2003,14,45 to 49 yrs,3,both,obese,0.129
ALB,Albania,2003,15,50 to 54 yrs,3,both,obese,0.104
ALB,Albania,2003,16,55 to 59 yrs,3,both,obese,0.098
ALB,Albania,2003,17,60 to 64 yrs,3,both,obese,0.108
ALB,Albania,2003,18,65 to 69 yrs,3,both,obese,0.102
ALB,Albania,2003,19,70 to 74 yrs,3,both,obese,0.097
ALB,Albania,2003,20,75 to 79 yrs,3,both,obese,0.089
ALB,Albania,2003,21,80+ yrs,3,both,obese,0.072
ALB,Albania,2004,34,2 to 4 yrs,3,both,obese,0.263
ALB,Albania,2004,6,5 to 9 yrs,3,both,obese,0.211
ALB,Albania,2004,7,10 to 14 yrs,3,both,obese,0.035
ALB,Albania,2004,8,15 to 19 yrs,3,both,obese,0.016
